cityName,date,elctConsumption
Jiangsu,2011/5/13,108202.01
Zhejiang,2011/5/13,75251
Anhui,2011/5/13,29174.18
Fujian,2011/5/13,40230.58
Eastern China,2011/5/14,284065.56
Shanghai,2011/5/14,32654.72
Jiangsu,2011/5/14,107111
Zhejiang,2011/5/14,74478.8
Anhui,2011/5/14,29180.45
Fujian,2011/5/14,39581.59
Eastern China,2011/5/15,274737.83
Shanghai,2011/5/15,30872.76
Jiangsu,2011/5/15,103369.01
Zhejiang,2011/5/15,72705.3
Anhui,2011/5/15,28742.97
Fujian,2011/5/15,38145.79
Eastern China,2011/5/16,285681.93
Shanghai,2011/5/16,34296.41
Jiangsu,2011/5/16,107660
Zhejiang,2011/5/16,73885.2
Anhui,2011/5/16,29355.36
Fujian,2011/5/16,39608.96
Eastern China,2011/5/17,292117.34
Shanghai,2011/5/17,35439.36
Jiangsu,2011/5/17,110791.01
Zhejiang,2011/5/17,75306.8
Anhui,2011/5/17,29346.19
Fujian,2011/5/17,40357.98
Eastern China,2011/5/18,294203.65
Shanghai,2011/5/18,35423.56
Jiangsu,2011/5/18,111209
Zhejiang,2011/5/18,75975.7
Anhui,2011/5/18,29550.94
Fujian,2011/5/18,41131.45
Eastern China,2011/5/19,298265.5
Shanghai,2011/5/19,36401.04
Jiangsu,2011/5/19,112247.99
Zhejiang,2011/5/19,77264.5
Anhui,2011/5/19,29605.82
Fujian,2011/5/19,41734.15
Eastern China,2011/5/20,301443.58
Shanghai,2011/5/20,38060.82
Jiangsu,2011/5/20,112884.01
Zhejiang,2011/5/20,78713.5
Anhui,2011/5/20,28675.01
Fujian,2011/5/20,42075.24
Eastern China,2011/5/21,289821.34
Shanghai,2011/5/21,33847.73
Jiangsu,2011/5/21,107791.01
Zhejiang,2011/5/21,77678.6
Anhui,2011/5/21,27168.57
Fujian,2011/5/21,42296.43
Eastern China,2011/5/22,274098
Shanghai,2011/5/22,30485.65
Jiangsu,2011/5/22,101631.47
Zhejiang,2011/5/22,73811.5
Anhui,2011/5/22,26041.62
Fujian,2011/5/22,41146.76
Eastern China,2011/5/23,279038.22
Shanghai,2011/5/23,32126.18
Jiangsu,2011/5/23,104915
Zhejiang,2011/5/23,74091.6
Anhui,2011/5/23,25804.84
Fujian,2011/5/23,41090.6
Eastern China,2011/5/24,284646.24
Shanghai,2011/5/24,32515.27
Jiangsu,2011/5/24,107528.01
Zhejiang,2011/5/24,74837
Anhui,2011/5/24,27571.86
Fujian,2011/5/24,41178.1
Eastern China,2011/5/25,287443.84
Shanghai,2011/5/25,32969.13
Jiangsu,2011/5/25,108090.01
Zhejiang,2011/5/25,75774.3
Anhui,2011/5/25,28346.86
Fujian,2011/5/25,41304.54
Eastern China,2011/5/26,289619.07
Shanghai,2011/5/26,33341.73
Jiangsu,2011/5/26,108016.01
Zhejiang,2011/5/26,76468.3
Anhui,2011/5/26,28847.01
Fujian,2011/5/26,41961.02
Eastern China,2011/5/27,289700.71
Shanghai,2011/5/27,33260.4
Jiangsu,2011/5/27,107730
Zhejiang,2011/5/27,76490.2
Anhui,2011/5/27,29237.82
Fujian,2011/5/27,42030.29
Eastern China,2011/5/28,284619.18
Shanghai,2011/5/28,31450.2
Jiangsu,2011/5/28,105303
Zhejiang,2011/5/28,75654.5
Anhui,2011/5/28,29405.04
Fujian,2011/5/28,41822.44
Eastern China,2011/5/29,276633.98
Shanghai,2011/5/29,29922.91
Jiangsu,2011/5/29,101647.99
Zhejiang,2011/5/29,74034.8
Anhui,2011/5/29,29264.76
Fujian,2011/5/29,40769.52
Eastern China,2011/5/30,286655.15
Shanghai,2011/5/30,33124.62
Jiangsu,2011/5/30,105786.01
Zhejiang,2011/5/30,75677.8
Anhui,2011/5/30,29674.72
Fujian,2011/5/30,41399
Eastern China,2011/5/31,289200.58
Shanghai,2011/5/31,33961.42
Jiangsu,2011/5/31,107024
Zhejiang,2011/5/31,75838.5
Anhui,2011/5/31,29151.19
Fujian,2011/5/31,42190.47
Eastern China,2011/6/1,289485.09
Shanghai,2011/6/1,33979.72
Jiangsu,2011/6/1,108515
Zhejiang,2011/6/1,75181.5
Anhui,2011/6/1,29573.11
Fujian,2011/6/1,41189.76
Eastern China,2011/6/2,295315.45
Shanghai,2011/6/2,35150.77
Jiangsu,2011/6/2,110602
Zhejiang,2011/6/2,76180.6
Anhui,2011/6/2,30158.95
Fujian,2011/6/2,42185.13
Eastern China,2011/6/3,296996.06
Shanghai,2011/6/3,35118.34
Jiangsu,2011/6/3,111924.99
Zhejiang,2011/6/3,76190.1
Anhui,2011/6/3,30616.45
Fujian,2011/6/3,42060.18
Eastern China,2011/6/4,288779.28
Shanghai,2011/6/4,32383.22
Jiangsu,2011/6/4,108928
Zhejiang,2011/6/4,74630.9
Anhui,2011/6/4,29328.36
Fujian,2011/6/4,42537.8
Eastern China,2011/6/5,274822.72
Shanghai,2011/6/5,30185.46
Jiangsu,2011/6/5,103061.02
Zhejiang,2011/6/5,69542.8
Anhui,2011/6/5,28912.86
Fujian,2011/6/5,42080.58
Eastern China,2011/6/6,240111.11
Shanghai,2011/6/6,27268.1
Jiangsu,2011/6/6,91422
Zhejiang,2011/6/6,55262.1
Anhui,2011/6/6,26370.24
Fujian,2011/6/6,38839.67
Eastern China,2011/6/7,276072.03
Shanghai,2011/6/7,31980.73
Jiangsu,2011/6/7,103774
Zhejiang,2011/6/7,66445.6
Anhui,2011/6/7,29016.24
Fujian,2011/6/7,43706.46
Eastern China,2011/6/8,299425.8
Shanghai,2011/6/8,34785.46
Jiangsu,2011/6/8,112525
Zhejiang,2011/6/8,73511.9
Anhui,2011/6/8,32379.81
Fujian,2011/6/8,45075.63
Eastern China,2011/6/9,309226.67
Shanghai,2011/6/9,37938.13
Jiangsu,2011/6/9,114665.99
Zhejiang,2011/6/9,75899.6
Anhui,2011/6/9,32709.81
Fujian,2011/6/9,46816.14
Eastern China,2011/6/10,303133.33
Shanghai,2011/6/10,37214.6
Jiangsu,2011/6/10,111694.99
Zhejiang,2011/6/10,75987.5
Anhui,2011/6/10,30008.36
Fujian,2011/6/10,47045.88
Eastern China,2011/6/11,294659.93
Shanghai,2011/6/11,33939.76
Jiangsu,2011/6/11,108177.01
Zhejiang,2011/6/11,76290.6
Anhui,2011/6/11,29560.96
Fujian,2011/6/11,45522.6
Eastern China,2011/6/12,282779.58
Shanghai,2011/6/12,31513.89
Jiangsu,2011/6/12,104714
Zhejiang,2011/6/12,72693.4
Anhui,2011/6/12,30051.2
Fujian,2011/6/12,42600.09
Eastern China,2011/6/13,295680.59
Shanghai,2011/6/13,35351.62
Jiangsu,2011/6/13,110810
Zhejiang,2011/6/13,72053.3
Anhui,2011/6/13,31233.05
Fujian,2011/6/13,44888.62
Eastern China,2011/6/14,291794.68
Shanghai,2011/6/14,34607.99
Jiangsu,2011/6/14,110051.01
Zhejiang,2011/6/14,71089.7
Anhui,2011/6/14,29016.29
Fujian,2011/6/14,45748.69
Eastern China,2011/6/15,288388.02
Shanghai,2011/6/15,33981.06
Jiangsu,2011/6/15,108052
Zhejiang,2011/6/15,70459.3
Anhui,2011/6/15,28231.62
Fujian,2011/6/15,46311.04
Eastern China,2011/6/16,291083.29
Shanghai,2011/6/16,34339.49
Jiangsu,2011/6/16,109078
Zhejiang,2011/6/16,71634
Anhui,2011/6/16,28722
Fujian,2011/6/16,45967.8
Eastern China,2011/6/17,294874.51
Shanghai,2011/6/17,34793.39
Jiangsu,2011/6/17,109807.99
Zhejiang,2011/6/17,73218.7
Anhui,2011/6/17,28810.58
Fujian,2011/6/17,46872.85
Eastern China,2011/6/18,288771.2
Shanghai,2011/6/18,33005.03
Jiangsu,2011/6/18,104992
Zhejiang,2011/6/18,74720.8
Anhui,2011/6/18,27588.38
Fujian,2011/6/18,47193.99
Eastern China,2011/6/19,274712.21
Shanghai,2011/6/19,30337.8
Jiangsu,2011/6/19,101100
Zhejiang,2011/6/19,69539.9
Anhui,2011/6/19,27341
Fujian,2011/6/19,45150.51
Eastern China,2011/6/20,290330.3
Shanghai,2011/6/20,33683.52
Jiangsu,2011/6/20,106658.36
Zhejiang,2011/6/20,71161.4
Anhui,2011/6/20,28729.79
Fujian,2011/6/20,48834.23
Eastern China,2011/6/21,297985.82
Shanghai,2011/6/21,35536.75
Jiangsu,2011/6/21,109347.01
Zhejiang,2011/6/21,74608.2
Anhui,2011/6/21,29040.88
Fujian,2011/6/21,48138.98
Eastern China,2011/6/22,311657.25
Shanghai,2011/6/22,38973.15
Jiangsu,2011/6/22,114437
Zhejiang,2011/6/22,78294.8
Anhui,2011/6/22,31033.68
Fujian,2011/6/22,47566.62
Eastern China,2011/6/23,323342.93
Shanghai,2011/6/23,40028.51
Jiangsu,2011/6/23,118941
Zhejiang,2011/6/23,82372.4
Anhui,2011/6/23,31987.53
Fujian,2011/6/23,48589.49
Eastern China,2011/6/24,322417.58
Shanghai,2011/6/24,42118.56
Jiangsu,2011/6/24,115248.01
Zhejiang,2011/6/24,84746.3
Anhui,2011/6/24,29933.3
Fujian,2011/6/24,48945.41
Eastern China,2011/6/25,299679.05
Shanghai,2011/6/25,37399.96
Jiangsu,2011/6/25,106726.01
Zhejiang,2011/6/25,78817.2
Anhui,2011/6/25,27473.18
Fujian,2011/6/25,47862.7
Eastern China,2011/6/26,282932.32
Shanghai,2011/6/26,32837.75
Jiangsu,2011/6/26,100065
Zhejiang,2011/6/26,75166.2
Anhui,2011/6/26,27148.38
Fujian,2011/6/26,46357.99
Eastern China,2011/6/27,309402.38
Shanghai,2011/6/27,38574.1
Jiangsu,2011/6/27,109417.01
Zhejiang,2011/6/27,82457
Anhui,2011/6/27,29830.48
Fujian,2011/6/27,47402.79
Eastern China,2011/6/28,319477.46
Shanghai,2011/6/28,41540.58
Jiangsu,2011/6/28,115353
Zhejiang,2011/6/28,85292.5
Anhui,2011/6/28,30553.84
Fujian,2011/6/28,45309.54
Eastern China,2011/6/29,315185.8
Shanghai,2011/6/29,41540.34
Jiangsu,2011/6/29,116411.02
Zhejiang,2011/6/29,81777.2
Anhui,2011/6/29,32089.43
Fujian,2011/6/29,41928.81
Eastern China,2011/6/30,317677.2
Shanghai,2011/6/30,40917.13
Jiangsu,2011/6/30,117098
Zhejiang,2011/6/30,81377
Anhui,2011/6/30,32982.83
Fujian,2011/6/30,43792.24
Eastern China,2011/7/1,324507.86
Shanghai,2011/7/1,42095.8
Jiangsu,2011/7/1,119414.01
Zhejiang,2011/7/1,83015.5
Anhui,2011/7/1,33370.36
Fujian,2011/7/1,45119.19
Eastern China,2011/7/2,339233.1
Shanghai,2011/7/2,43193.57
Jiangsu,2011/7/2,126400.01
Zhejiang,2011/7/2,87084.9
Anhui,2011/7/2,35175.86
Fujian,2011/7/2,45897.76
Eastern China,2011/7/3,342331.15
Shanghai,2011/7/3,43821.37
Jiangsu,2011/7/3,125569
Zhejiang,2011/7/3,88884.7
Anhui,2011/7/3,36349.43
Fujian,2011/7/3,46213.65
Eastern China,2011/7/4,352462.78
Shanghai,2011/7/4,46968.7
Jiangsu,2011/7/4,124473
Zhejiang,2011/7/4,94518.4
Anhui,2011/7/4,35803.83
Fujian,2011/7/4,49197.85
Eastern China,2011/7/5,346911.24
Shanghai,2011/7/5,45720.64
Jiangsu,2011/7/5,119068.01
Zhejiang,2011/7/5,95971.4
Anhui,2011/7/5,35325.45
Fujian,2011/7/5,49302.74
Eastern China,2011/7/6,361046.72
Shanghai,2011/7/6,48721.31
Jiangsu,2011/7/6,126514
Zhejiang,2011/7/6,97394.4
Anhui,2011/7/6,37247.18
Fujian,2011/7/6,49642.83
Eastern China,2011/7/7,365095.98
Shanghai,2011/7/7,50693.61
Jiangsu,2011/7/7,129569.01
Zhejiang,2011/7/7,98201.2
Anhui,2011/7/7,35387.27
Fujian,2011/7/7,49712.89
Eastern China,2011/7/8,351580.27
Shanghai,2011/7/8,47613.2
Jiangsu,2011/7/8,123247.99
Zhejiang,2011/7/8,95842.1
Anhui,2011/7/8,32973.88
Fujian,2011/7/8,50394.1
Eastern China,2011/7/9,342006.1
Shanghai,2011/7/9,43397.46
Jiangsu,2011/7/9,122815
Zhejiang,2011/7/9,91538.4
Anhui,2011/7/9,33892.62
Fujian,2011/7/9,48849.62
Eastern China,2011/7/10,328100.64
Shanghai,2011/7/10,40531.33
Jiangsu,2011/7/10,118836
Zhejiang,2011/7/10,86538.5
Anhui,2011/7/10,34690.18
Fujian,2011/7/10,45993.63
Eastern China,2011/7/11,334412.24
Shanghai,2011/7/11,43454.58
Jiangsu,2011/7/11,119513.17
Zhejiang,2011/7/11,88828.3
Anhui,2011/7/11,34807.96
Fujian,2011/7/11,46306.23
Eastern China,2011/7/12,330524.47
Shanghai,2011/7/12,43457.82
Jiangsu,2011/7/12,117950.42
Zhejiang,2011/7/12,88437.7
Anhui,2011/7/12,32715.67
Fujian,2011/7/12,46446.86
Eastern China,2011/7/13,328368.16
Shanghai,2011/7/13,43528.88
Jiangsu,2011/7/13,116668.5
Zhejiang,2011/7/13,87660.2
Anhui,2011/7/13,32193.43
Fujian,2011/7/13,46785.15
Eastern China,2011/7/14,323148.88
Shanghai,2011/7/14,44268.28
Jiangsu,2011/7/14,113219.54
Zhejiang,2011/7/14,87106.5
Anhui,2011/7/14,30436.09
Fujian,2011/7/14,46565.47
Eastern China,2011/7/15,318766
Shanghai,2011/7/15,44463
Jiangsu,2011/7/15,112467
Zhejiang,2011/7/15,85524
Anhui,2011/7/15,30156
Fujian,2011/7/15,44711
Eastern China,2011/7/16,313884.8
Shanghai,2011/7/16,42819.41
Jiangsu,2011/7/16,112875.82
Zhejiang,2011/7/16,84641.8
Anhui,2011/7/16,29978.85
Fujian,2011/7/16,42100.92
Eastern China,2011/7/17,304112.63
Shanghai,2011/7/17,40274.15
Jiangsu,2011/7/17,109703.64
Zhejiang,2011/7/17,82310.4
Anhui,2011/7/17,29612.01
Fujian,2011/7/17,40723.43
Eastern China,2011/7/18,320565.21
Shanghai,2011/7/18,44576.21
Jiangsu,2011/7/18,115456.37
Zhejiang,2011/7/18,85441.4
Anhui,2011/7/18,30810.44
Fujian,2011/7/18,42793.79
Eastern China,2011/7/19,321101.89
Shanghai,2011/7/19,45864.19
Jiangsu,2011/7/19,116495.51
Zhejiang,2011/7/19,82949
Anhui,2011/7/19,29781.47
Fujian,2011/7/19,44527.72
Eastern China,2011/7/20,323821.12
Shanghai,2011/7/20,45738.15
Jiangsu,2011/7/20,117652.69
Zhejiang,2011/7/20,83909.7
Anhui,2011/7/20,30308.33
Fujian,2011/7/20,44735.25
Eastern China,2011/7/21,336241.88
Shanghai,2011/7/21,46872.09
Jiangsu,2011/7/21,122326.71
Zhejiang,2011/7/21,88018.4
Anhui,2011/7/21,32091.22
Fujian,2011/7/21,45481.46
Eastern China,2011/7/22,353659.76
Shanghai,2011/7/22,48432.9
Jiangsu,2011/7/22,129829.03
Zhejiang,2011/7/22,91865.1
Anhui,2011/7/22,35468.62
Fujian,2011/7/22,46575.11
Eastern China,2011/7/23,357990.37
Shanghai,2011/7/23,47222.94
Jiangsu,2011/7/23,131647.64
Zhejiang,2011/7/23,92955.4
Anhui,2011/7/23,36792.84
Fujian,2011/7/23,47858.55
Eastern China,2011/7/24,349728.67
Shanghai,2011/7/24,44807.1
Jiangsu,2011/7/24,129084.01
Zhejiang,2011/7/24,88969.9
Anhui,2011/7/24,38244.17
Fujian,2011/7/24,47126.49
Eastern China,2011/7/25,364746.11
Shanghai,2011/7/25,49472.6
Jiangsu,2011/7/25,132131.63
Zhejiang,2011/7/25,92748.5
Anhui,2011/7/25,40172.99
Fujian,2011/7/25,48707.39
Eastern China,2011/7/26,362467.34
Shanghai,2011/7/26,50559.38
Jiangsu,2011/7/26,126917.36
Zhejiang,2011/7/26,95866.3
Anhui,2011/7/26,38823.16
Fujian,2011/7/26,48868.14
Eastern China,2011/7/27,360040.3
Shanghai,2011/7/27,50140.52
Jiangsu,2011/7/27,128260.14
Zhejiang,2011/7/27,95434.4
Anhui,2011/7/27,35094.71
Fujian,2011/7/27,49636.53
Eastern China,2011/7/28,365998.61
Shanghai,2011/7/28,49574.06
Jiangsu,2011/7/28,130126.16
Zhejiang,2011/7/28,96642.8
Anhui,2011/7/28,38443.35
Fujian,2011/7/28,49547.24
Eastern China,2011/7/29,374196.86
Shanghai,2011/7/29,50279.34
Jiangsu,2011/7/29,131350.01
Zhejiang,2011/7/29,101517.1
Anhui,2011/7/29,40781.19
Fujian,2011/7/29,48733.22
Eastern China,2011/7/30,364563.01
Shanghai,2011/7/30,48625.62
Jiangsu,2011/7/30,131643.61
Zhejiang,2011/7/30,96680.2
Anhui,2011/7/30,39281.99
Fujian,2011/7/30,46858.59
Eastern China,2011/7/31,343497.2
Shanghai,2011/7/31,45058.65
Jiangsu,2011/7/31,123688.84
Zhejiang,2011/7/31,91349.2
Anhui,2011/7/31,36145.21
Fujian,2011/7/31,45727.3
Eastern China,2011/8/1,344602.48
Shanghai,2011/8/1,46146.23
Jiangsu,2011/8/1,122928.87
Zhejiang,2011/8/1,91034.3
Anhui,2011/8/1,35924.52
Fujian,2011/8/1,47089.56
Eastern China,2011/8/2,352490.73
Shanghai,2011/8/2,48200.56
Jiangsu,2011/8/2,126445.24
Zhejiang,2011/8/2,93775.2
Anhui,2011/8/2,33964.91
Fujian,2011/8/2,48671.82
Eastern China,2011/8/3,348742.96
Shanghai,2011/8/3,47313.71
Jiangsu,2011/8/3,126031
Zhejiang,2011/8/3,93996.9
Anhui,2011/8/3,31030.19
Fujian,2011/8/3,48998.16
Eastern China,2011/8/4,343751.67
Shanghai,2011/8/4,45678.36
Jiangsu,2011/8/4,124817.7
Zhejiang,2011/8/4,91638.9
Anhui,2011/8/4,31513.76
Fujian,2011/8/4,48770.95
Eastern China,2011/8/5,346254.31
Shanghai,2011/8/5,46024.57
Jiangsu,2011/8/5,126728.36
Zhejiang,2011/8/5,90310.3
Anhui,2011/8/5,33258.28
Fujian,2011/8/5,48569.8
Eastern China,2011/8/6,331432.96
Shanghai,2011/8/6,42515.23
Jiangsu,2011/8/6,122154.62
Zhejiang,2011/8/6,84125.4
Anhui,2011/8/6,33078.99
Fujian,2011/8/6,48238.72
Eastern China,2011/8/7,312292.39
Shanghai,2011/8/7,35475.64
Jiangsu,2011/8/7,114874.3
Zhejiang,2011/8/7,80832.2
Anhui,2011/8/7,32397.97
Fujian,2011/8/7,47336.28
Eastern China,2011/8/8,345810.57
Shanghai,2011/8/8,43955.47
Jiangsu,2011/8/8,125338.01
Zhejiang,2011/8/8,91125.7
Anhui,2011/8/8,34231.47
Fujian,2011/8/8,49787.92
Eastern China,2011/8/9,358508.96
Shanghai,2011/8/9,47329.85
Jiangsu,2011/8/9,131155.17
Zhejiang,2011/8/9,93859.7
Anhui,2011/8/9,36178.35
Fujian,2011/8/9,48531.89
Eastern China,2011/8/10,356452.2
Shanghai,2011/8/10,48262.29
Jiangsu,2011/8/10,127602.02
Zhejiang,2011/8/10,95560
Anhui,2011/8/10,35377.28
Fujian,2011/8/10,48131.61
Eastern China,2011/8/11,351420.55
Shanghai,2011/8/11,47339.1
Jiangsu,2011/8/11,125906.98
Zhejiang,2011/8/11,95760.6
Anhui,2011/8/11,33444.31
Fujian,2011/8/11,47522.56
Eastern China,2011/8/12,344256.25
Shanghai,2011/8/12,44035.7
Jiangsu,2011/8/12,123863.03
Zhejiang,2011/8/12,90970.2
Anhui,2011/8/12,35226.02
Fujian,2011/8/12,48550.3
Eastern China,2011/8/13,336401.44
Shanghai,2011/8/13,42730.85
Jiangsu,2011/8/13,123283.02
Zhejiang,2011/8/13,86166
Anhui,2011/8/13,35118.86
Fujian,2011/8/13,47708.71
Eastern China,2011/8/14,322173.06
Shanghai,2011/8/14,38821.16
Jiangsu,2011/8/14,118597.02
Zhejiang,2011/8/14,81219.1
Anhui,2011/8/14,36081.38
Fujian,2011/8/14,46037.4
Eastern China,2011/8/15,360977.14
Shanghai,2011/8/15,45246.13
Jiangsu,2011/8/15,134810
Zhejiang,2011/8/15,90432
Anhui,2011/8/15,39821
Fujian,2011/8/15,49179.01
Eastern China,2011/8/16,373942.56
Shanghai,2011/8/16,48198
Jiangsu,2011/8/16,137263.93
Zhejiang,2011/8/16,95292.4
Anhui,2011/8/16,41438
Fujian,2011/8/16,50273.23
Eastern China,2011/8/17,363555.2
Shanghai,2011/8/17,45613.84
Jiangsu,2011/8/17,129317.22
Zhejiang,2011/8/17,95795.2
Anhui,2011/8/17,40419.34
Fujian,2011/8/17,50910.6
Eastern China,2011/8/18,357503.18
Shanghai,2011/8/18,43026.03
Jiangsu,2011/8/18,130178
Zhejiang,2011/8/18,92191.6
Anhui,2011/8/18,39949.33
Fujian,2011/8/18,50649.22
Eastern China,2011/8/19,346914.38
Shanghai,2011/8/19,44724.62
Jiangsu,2011/8/19,122411.77
Zhejiang,2011/8/19,93160
Anhui,2011/8/19,35995.54
Fujian,2011/8/19,49109.45
Eastern China,2011/8/20,342653.32
Shanghai,2011/8/20,44992.06
Jiangsu,2011/8/20,121432.5
Zhejiang,2011/8/20,93221.4
Anhui,2011/8/20,33553.31
Fujian,2011/8/20,47925.05
Eastern China,2011/8/21,319227.97
Shanghai,2011/8/21,39770.4
Jiangsu,2011/8/21,112131.98
Zhejiang,2011/8/21,87493.8
Anhui,2011/8/21,31267.1
Fujian,2011/8/21,47126.69
Eastern China,2011/8/22,321736.72
Shanghai,2011/8/22,41813.54
Jiangsu,2011/8/22,111849.14
Zhejiang,2011/8/22,88574.5
Anhui,2011/8/22,30288.21
Fujian,2011/8/22,47823.33
Eastern China,2011/8/23,315294.57
Shanghai,2011/8/23,39741.64
Jiangsu,2011/8/23,112591
Zhejiang,2011/8/23,84883.7
Anhui,2011/8/23,29449.07
Fujian,2011/8/23,47210.16
Eastern China,2011/8/24,306501.41
Shanghai,2011/8/24,37782.68
Jiangsu,2011/8/24,110444.41
Zhejiang,2011/8/24,81890.8
Anhui,2011/8/24,28629.77
Fujian,2011/8/24,46364.75
Eastern China,2011/8/25,304206.28
Shanghai,2011/8/25,37712.71
Jiangsu,2011/8/25,110247.02
Zhejiang,2011/8/25,79954.1
Anhui,2011/8/25,29041.46
Fujian,2011/8/25,45897.99
Eastern China,2011/8/26,308701.45
Shanghai,2011/8/26,38339.24
Jiangsu,2011/8/26,112030.57
Zhejiang,2011/8/26,80890.7
Anhui,2011/8/26,28947.35
Fujian,2011/8/26,47137.59
Eastern China,2011/8/27,310594.34
Shanghai,2011/8/27,37252.09
Jiangsu,2011/8/27,112408.35
Zhejiang,2011/8/27,81405.8
Anhui,2011/8/27,31257
Fujian,2011/8/27,46921.1
Eastern China,2011/8/28,302309
Shanghai,2011/8/28,37209
Jiangsu,2011/8/28,110354
Zhejiang,2011/8/28,79038
Anhui,2011/8/28,29007
Fujian,2011/8/28,45388
Eastern China,2011/8/29,318466.96
Shanghai,2011/8/29,42167.62
Jiangsu,2011/8/29,116635.07
Zhejiang,2011/8/29,82755.5
Anhui,2011/8/29,30976.48
Fujian,2011/8/29,44522.29
Eastern China,2011/8/30,314321.13
Shanghai,2011/8/30,42906.16
Jiangsu,2011/8/30,116402.01
Zhejiang,2011/8/30,80950.5
Anhui,2011/8/30,30183.6
Fujian,2011/8/30,42476.86
Eastern China,2011/8/31,312844.73
Shanghai,2011/8/31,42685.62
Jiangsu,2011/8/31,117283.55
Zhejiang,2011/8/31,79820.6
Anhui,2011/8/31,30105.12
Fujian,2011/8/31,41647.84
Eastern China,2011/9/1,314094.03
Shanghai,2011/9/1,42355.02
Jiangsu,2011/9/1,119166.05
Zhejiang,2011/9/1,78573
Anhui,2011/9/1,31696.3
Fujian,2011/9/1,41002.66
Eastern China,2011/9/2,320149.26
Shanghai,2011/9/2,41653.45
Jiangsu,2011/9/2,120245.5
Zhejiang,2011/9/2,81972.3
Anhui,2011/9/2,32626.5
Fujian,2011/9/2,42333.51
Eastern China,2011/9/3,311118.05
Shanghai,2011/9/3,37896.13
Jiangsu,2011/9/3,115690.27
Zhejiang,2011/9/3,81903.3
Anhui,2011/9/3,32018.37
Fujian,2011/9/3,42312.98
Eastern China,2011/9/4,302022.91
Shanghai,2011/9/4,35776.75
Jiangsu,2011/9/4,110826.02
Zhejiang,2011/9/4,78921.1
Anhui,2011/9/4,31133.26
Fujian,2011/9/4,43995.78
Eastern China,2011/9/5,311937.79
Shanghai,2011/9/5,38558
Jiangsu,2011/9/5,114228.81
Zhejiang,2011/9/5,81977.4
Anhui,2011/9/5,30897.06
Fujian,2011/9/5,44951.52
Eastern China,2011/9/6,311519
Shanghai,2011/9/6,38032.33
Jiangsu,2011/9/6,115080.53
Zhejiang,2011/9/6,81200.3
Anhui,2011/9/6,30493.55
Fujian,2011/9/6,45310.29
Eastern China,2011/9/7,309783.57
Shanghai,2011/9/7,38258.6
Jiangsu,2011/9/7,113446.51
Zhejiang,2011/9/7,81050.3
Anhui,2011/9/7,30023.43
Fujian,2011/9/7,45616.73
Eastern China,2011/9/8,320680.04
Shanghai,2011/9/8,41657.47
Jiangsu,2011/9/8,115471.21
Zhejiang,2011/9/8,85604.9
Anhui,2011/9/8,29730.6
Fujian,2011/9/8,46909.86
Eastern China,2011/9/9,312254.34
Shanghai,2011/9/9,38702.75
Jiangsu,2011/9/9,112709.01
Zhejiang,2011/9/9,83000
Anhui,2011/9/9,29274.08
Fujian,2011/9/9,47244.5
Eastern China,2011/9/10,301143.96
Shanghai,2011/9/10,34737.46
Jiangsu,2011/9/10,109496.13
Zhejiang,2011/9/10,80165.3
Anhui,2011/9/10,29206.3
Fujian,2011/9/10,46253.77
Eastern China,2011/9/11,285867.48
Shanghai,2011/9/11,33027.01
Jiangsu,2011/9/11,103962.19
Zhejiang,2011/9/11,75218
Anhui,2011/9/11,28350.89
Fujian,2011/9/11,43971.39
Eastern China,2011/9/12,247107.15
Shanghai,2011/9/12,30864.23
Jiangsu,2011/9/12,90142
Zhejiang,2011/9/12,60454.4
Anhui,2011/9/12,26353.59
Fujian,2011/9/12,38177.93
Eastern China,2011/9/13,299808.97
Shanghai,2011/9/13,38427.25
Jiangsu,2011/9/13,108259.64
Zhejiang,2011/9/13,77994.7
Anhui,2011/9/13,30003.58
Fujian,2011/9/13,43851.8
Eastern China,2011/9/14,331747.13
Shanghai,2011/9/14,41782.84
Jiangsu,2011/9/14,121023
Zhejiang,2011/9/14,87182.7
Anhui,2011/9/14,32866.29
Fujian,2011/9/14,47570.3
Eastern China,2011/9/15,341410.7
Shanghai,2011/9/15,43489.14
Jiangsu,2011/9/15,125135.17
Zhejiang,2011/9/15,89535.1
Anhui,2011/9/15,33443.13
Fujian,2011/9/15,48492.16
Eastern China,2011/9/16,340571
Shanghai,2011/9/16,43376
Jiangsu,2011/9/16,125244
Zhejiang,2011/9/16,89988
Anhui,2011/9/16,32401
Fujian,2011/9/16,48308
Eastern China,2011/9/17,327724.55
Shanghai,2011/9/17,40175.99
Jiangsu,2011/9/17,118638.6
Zhejiang,2011/9/17,88613.6
Anhui,2011/9/17,31033.66
Fujian,2011/9/17,47981.7
Eastern China,2011/9/18,293434.23
Shanghai,2011/9/18,33331.64
Jiangsu,2011/9/18,105479.3
Zhejiang,2011/9/18,78654.8
Anhui,2011/9/18,28211.34
Fujian,2011/9/18,46509.15
Eastern China,2011/9/19,292778.98
Shanghai,2011/9/19,34235.4
Jiangsu,2011/9/19,106576.01
Zhejiang,2011/9/19,76614.5
Anhui,2011/9/19,28412.24
Fujian,2011/9/19,45724.83
Eastern China,2011/9/20,293054.01
Shanghai,2011/9/20,33764.45
Jiangsu,2011/9/20,108651.37
Zhejiang,2011/9/20,76465.2
Anhui,2011/9/20,28698.55
Fujian,2011/9/20,44269.44
Eastern China,2011/9/21,289661.85
